id,meaning_id,lemma,morphology,ipa,definition
979,4,бяг,/йикьи,bjag,"мн. I-II (/викьи, /йикьи; /дикьи), -у, -ул, -узиб, -а; несов. прятать, скрывать, утаивать; илдил иццала гIяхле бягIнабикьи вихул сав он может не показывать, что он болеет (букв. может скрывать болезнь); мутилла сикIабха хъилигнатал хъилид бягIнадикьу домашние изделия из золота люди прячут от воров; синна гIяче гьариллитал бягIнабикьул хIирвихул сав живет, скрывая от всех свое мастерство (работу)."
980,5,бяг,/йишши,bjag,"мн. I-II (/вишши, /йишши; /дишши), /бихьхьу, /бихьхьул, /бихьхьузиб, -е; несов. утихать, умолкать; бикIате бягIнаби́хьузиб вахт сабагъе пришло время, когда утихают дети; ула тIама бягIнабихьхьул бидахъе шум разговаривающих людей, слабея, утих. || сов. бягIнабишши́."
981,6,бяг,/йишши,bjag,"мн. I-II (/вишши, /йишши; /дишши), -е, -иб, -ибзиб, -е; сов. утихнуть, умолкнуть; ххве хапле бягIнабишше собака вдруг затихла; учиникIе бягIнабишшиб кабже ученики, умолкнув, сели; викIазив бягIнавишшиб вилссин умолкнув, малыш заснул. || несов. бягIнабишши."
982,7,бяг,"-лидил, -ла",bjag,"бягIнадишше; секрет, тайна; хвалазиб бягIнадихь большая тайна; ила бягIнадихьла хабар сикIалли бакIул саб о твоем секрете знают все. БЯГIНАЛ нареч. скрытно; бягIнал бакьи скрытно сделать; бягIнал вигIюкьи скрытно уйти; разведчикI бягIнал дазулжил чивидухъин разведчик скрытно пересек границу."
983,8,бяг,тихо-тихо,bjag,"бягIян-бягIянне хинтавдухе потихоньку придвинулся; бягIян-бягIянне вяшвисабакьай тихо-тихо шепнул; дуччили, буссунжуб чисадабалгьи, бягIян-бягIянне хъил дингьаттухъида ночью, чтобы не будить спящих, потихоньку вошли в дом."
984,9,бяг,"тихо, скрытно",bjag,"бягIянне гъайукIе говори тихо; бягIянне актавдухе подойди скрытно; кулпат чисадабалгьахъи, бягIянне хъил вингьавхъин чтобы не разбудить близких, тихо вошел в комнату."
985,1,бя,"-илдил, -илла, -не",bja,"ива, верба; ахъсиб бяже высокая ива; бяжилла кьяле ветка ивы; акIвла лумиб бикIул паксиб бяже хиб на берегу реки растет красивая ива."
986,1,бяжук,"-лидил, -ла, -ке",bjaʒuk,фольк. баба-яга (сказочное существо в образе женщины); хIясизий бяжук злая баба-яга; бяжукке хабаррицциб бихва баба-яга – это сказочный образ; йикIазий юссе бяжукла хабарри лявеячIибде маленькая девочка слушала сказку про бабу-ягу.
987,1,бяй // дяй,"-лидил, -ла, бюйе",bjaj // djaj,"лицо; букьязиб бяй красивое лицо; бяй табачи накраситься, намазать лицо. ♦ Ила бяйла шалалдил, шалабикьу е дуна фольк. свет твоего лица освещает этот мир. Биккуб тIулутI беквитте, бяй бюкьябихва фольк. если съешь обгоревший хлеб, станешь красивой (так учили детей бережливости). Къубассалла бяй топон. склон Кубасса."
988,1,бяйчидихь,"-лидил, -ла",bjajtʃidix,"(вяйчидихь, йяйчидихь; дяйчидихь) направленность (на кого-то); диже бяйчидихь направленность лицом ко мне; хьина бяйчидихь направление на север; ссана бяйчидихьле дакьибжуд хъулбе гьанкIвжуд дихва дом на южном склоне бывает теплым. БЯЙЧИЛ // БЯЙЧИСАБЖИБ нареч. напротив; бяйчил кабже сели напротив; бяйчил кабицци стали напротив; кулпатлия ниссия дяйчил дакьада хъулбе детям и себе построили дома напротив."
989,2,бя,йякъи,bja,"мн. I-II (вякъи, йякъи; дякъи), -яй, -ул, -узиб, -я; сов. выдрессировать, приручить; ккутта бякъи приручить лису; бякъузиб ссика выдрессированный медведь; салдатлидил бякъузиб ххве, синццила армиялиб бати выдрессированную собаку оставили служить с солдатом. || несов. йюкъи."
990,1,бяликъ,"-лидил, -ла",bjaliqʼ,-е; рыба; ухьхьулла бяликъ морская рыба; хабарра бяликъ сказочная рыбка; бецIибзиб бяликъ жаренная рыба; бяликъ кIве ккиллу кабтIин вес рыбы был два килограмма.♦ Бяликъе дусан удочка (букв. ловящая рыбу).
991,1,бялихъч-е,"-илдил, -илла",bjaliqtʃ-e,-ибе; рыбак; ухъназив бялихъче старый рыбак; бялихъчилла тур сетка рыбака; бялихъче къяйихълиццила ухьхьуцце ттавиче рыбак на лодке вышел в море.
992,1,бялк,"-ин, -ун, -унзиб, -ин",bjalk,"сов. искривить, загнуть, смять, согнуть; усул бялкIви согнуть палку (дерево); михла устадил бялкIун турба бакьай жестянщик изготовил согнутую трубу (трубу-колено). || несов. люкIи."
993,2,бялк,"-ай, -иб, -ибзиб, -а",bjalk,сов. искривить; согнуть; бялкIунбакьибзиб турба искривленная труба; шшилцце хьуне бялкIунбакьай дагъла мусса хIясиббакьиб строители искривили дорогу в село с учетом горного ландшафта. || несов. бялкIунбикьи.
994,3,бялк,"-у, -ул, -узиб, -а",bjalk,"несов. искривлять, сгинать; устадил бялкIунбикьузиб турба бячин искривляемая мастером труба сдавилась. || сов. бялкIунбакьи."
995,4,бялк,"-и, -ул, -узиб, -е",bjalk,"несов. искривляться, сгинаться; хьуне бялкIунбихви кабже дорога начала искривляться; бялкIунбихузиб кьюкьялла къил кказалццила балчибакьада искривляющуюся картофельную грядку поправили тяпкой. || сов. бялкIунбухи."
996,5,бялк,"-е, -уб, -убзиб, -е",bjalk,"сов. искривиться, согнуться; михла чIулучI саматле бялкIунбухе железный прут легко согнулся (искривился); цциххин тамалал бялкIунбухуб саб балка давно искривилась (согнулась); гьабиччу накьишла бялкIунбухубзиб дихан учитIилле балчибакьай учитель поправил искривившуюся нить гравированного узора. || несов. бялкIунбихви."
997,6,бялк,йялкIунзий,bjalk,"бялкIунжуб, дялкIунжуд), кривой; бялкIунзиб турба труба-колено; дялкIунжуд гьаццуппе кривые столбы; бялкIунзиб лас балчибакьи гьабеттада кривую стену разобрали, чтобы построить заново. БЯЛКIУННЕ нареч. криво; бялкIунне бакьибзиб криво сделанное; ваг иццул вялкIунне вахьул сав от боли в пояснице ходит согнувшись (криво); бялкIунне бакьибзиб лас устадил гьабеттай криво построенную стену разобрал сам мастер."
998,7,бялк,извилистый,bjalk,бялкIун-сялкунзиб тIаже извилистая тропа; дялкIюн-сялкIюнжуд къил извилистые следы.
999,8,бялк,"-лдил, -лла, -не",bjalk,вид сушеной колбасы; бялкIя биххяжай вид сушеной колбасы; бялкIялла бутIа бецIи пожарить кусок колбасы; хьуниже нисси бялкIялла бутIа бинкабихьхьай на дорогу нам положили кусок сушеной колбасы.
1000,9,бялк,"-лдил, -лла",bjalk,-не; кривой кинжал; бишшибзиб бялкIя кривой кинжал украшенный насечкой; пакле гьабиччибзиб бялкIя красиво гравированный кривой кинжал; бялкIялжижуд накьиш галдил гьаттичибжуд сад орнамент на кривом кинжале выгравировал сын.
1001,1,бялкв-и,"бялкун, бялкунзиб, -ин",bjalkv-i,"-ин, бялкун, бялкунзиб, -ин; сов. смять, измять; покрошить; нисса бялкви измять затвердевшую творожную массу; михъли ниссалла лавне дялквида для свадьбы покрошили творожные круги; бялкунзиб ниссалла хIялуккуцце дакьай из накрошенного творога приготовили чуду. || несов. люки."
1002,1,бялсс-и,"-и, -ун, -унзиб, -ин",bjalss-i,несов. клеить; дурусле бялсси клеит ровно; гIяхсиб клейлиццила бялсси клеить хорошим клеем; бялссунзиб бутIа тикле кабихьхьа клеемый кусок положи отдельно. || сов. бясси.
1003,2,бялсс-и,"-ин, -ун, -унзиб, -ин",bjalss-i,"несов. увлажнять, мочить; чибутул дикв дялссун, духъе агванажида во время дождя кизяк стал мокнуть, и его перенесли в хлев; дялссунжуб исала къаттал хъил динакъи бажил саб мокнущее белье надо перенеси с улицы домой. || сов. бясси."
1004,1,бялт,йялтIи,bjalt,"мн. I-II (вялтIи, йялтIи; дялтIи), -и, -ун, -унзиб, -ин; несов. критиковать грубо, оскорблять, унижать; укIицIеакквал бялтIи бессердечно унижать (кого-то); салте табле бялтIи оскорблять при других; хвалажуб устабалла гIяче гьакал бялтIунзиб абихва работу старших мастеров сильно критиковать нельзя. || сов. бятIи."
1005,1,бялч,"-и, -ун, -унзиб, -ин",bjaltʃ,"несов. давить, раздавливать; васа бялчIунзиб ппав мышеловка, раздавливающая мышь; тIитIе дялчIи прес ассай купили пресс, чтобы давить виноград. || сов. бячIи."
1006,1,бялш-и,"-и, -ун, -унзиб, -ин",bjalʃ-i,"несов. месить, мешать; лядун бялши месить тесто; раствур бялши месить раствор; бяшунзиб лядун абадил бехьвахъи кабихьхьу замесив тесто, мама кладет его для опары (получения теста, заправленного закваской). || сов. бяши."
1007,1,бяс/бакь-и,"-ай, -иб, -ибзиб, -а",bjas/baƛ-i,"сов. посостязаться, поспорить; кIвияллидил бясбакьай поспорили вдвоем; бясбакьибзив инсанна бидадухъин поспоривший человек проиграл. || несов. бясбикьи."
1008,1,бяс/бикь-и,"-и, -ул, -узиб, -а",bjas/biƛ-i,"несов. состязаться, спорить; итти бясбикьи биччихъит ты любишь спорить; бясбикьужуб мюшюркьябе состязающиеся борцы; бясбикьузив юлдаш гьаман чивику спорящий мой друг всегда побеждает. || сов. бясбакьи."
1009,1,бяс/киццу/зив,/кайиццузий,bjas/kitstsu/ziv,"/каттиццужуд) упрямый; бяскабиццузиб хIямхIя упрямый осел; бяскайиццузий юссе упрямая девочка; бяскиццузив викIа гал ляввакьале, сикIалдихь бикьу если упрямого малыша приласкать, он все делает."
1010,1,бяс/бицц-и,/йицци,bjas/bitsts-i,"мн. I-II (/вицци, /йицци; /дицци), -е, -ул, -узиб, -е; сов. заартачиться, поспорить, заупрямиться; цIакьзив инсанниццила гьарил бясвицци вихехва, не каждый может поспорить с сильным; бясвиццулихьая удил сечIу бакьи ухахатте хотя ты упрямился, ничего не смог сделать. || сов. бясбицци."
1011,1,бясликъ,"-лидил, -ла",bjasliqʼ,-е; спорщик; гьаманназив бясликъ постоянный спорщик; бясликъла тIама ян сабигъулде голос спорщика слышен был здесь; бясликълидил синна аккважила салла бикьекьу спорщик только себя слышит.
1012,1,бясс-и,йясси,bjass-i,"мн. I-II (вясси, йясси; дясси), -ин, -ун, -унзиб, -ин; сов. вымочить; гванза бясси вымочить землю; палтар гIяхле дяссун саб одежда хорошо вымочилась; бяссун чахъвалццила сикIалдихь чиубккай вымочив тряпку, вытер все. || несов. бялсси. БЯССИБ (бясжуд) спорный; бяссиб хъу спорный огород; бяссиб гIяче спорная работа; бяссиб хъал иди биче спорная комната досталась ему."
1013,1,бяссунзи-б,йяссунзий,bjassunzi-b,"бяссунжуб, дяссунжуд) 1. прич. от бясси; 2. в знач. прил. мокрый, намокший; бяссунзиб лас мокрая стена; ряхIмятле бяссунжуб уй намокшие от грозы люди; дяссунжуд чаханте дегъвахъи катихьай положил посушить мокрую обувь."
1014,1,бят,"-илдил, -илла, -не",bjat,утка; цIуттезиб бятIбятIе черная утка; бятIбятIне акIвижид тидде утки плавали на реке; бятIбятIилла духъе гIяхле билшши биккай утиное яйцо нужно хорошо варить.
1015,2,бят,йятIи,bjat,"мн. I-II (вятIи, йятIи; дятIи), -ин, -ун, -унзиб, -ин; сов. оскорбить, унизить, грубо раскритиковать; багьнаакквал уй бятIи агага нельзя оскорблять людей без причины; иддил уста вятIи чикеххви он вознамерился оскорбить мастера. || несов. бялтIи."
1016,3,бят,"-лидил, -ла",bjat,"бятIнажжибжуб; сидящий в трауре, багьанте бятIнажжиб саб родственники в трауре.  БЯТIУН нареч. в трауре; бятIун кабжиб саб люди сидят в трауре."
1017,4,бят,йятIунзий,bjat,"бятIунжуб, дятIунжуд); раскритикованный, оскорбленный; униженный; бятIунзиб гIяче раскритикованная работа; вятIунзив инсан оскорбленный человек; бятIунжуб уй шшилла хвалелли хIясилде раскритикованные люди были в обиде на главу села."
1018,1,бях,-й,bjax,"-щуб, -щуд) бешеный; бяхIсиб ххве бешеная собака; бяхIшшуд буцIе бешеные волки; бяхIсиб жанивар гIяяркьяй чибдухъин бешеный зверь напал на охотника."
1019,1,бяхх-и,"-яй, -иб, -ибзиб, -е",bjaxx-i,сов. погасить; цIа бяххи погасить огонь; лампалла шшала бяххи погасить свет лампы; дуццанад гьаттичибжуд цIа жагьилтаддил дяххяй возникший в лесу пожар потушила молодежь. || несов. биххи.
1020,1,бяххибзи-б,выцветший,bjaxxibzi-b,"2. в знач. прил. блеклый, выцветший; бяххибзиб ранг блеклый цвет; бяххибзиб ккатIе выцветший платок; бяххибзиб агвачан бехьад выцветшую рубашку выкрасили (заново); 3. в знач. сущ. погасший, потушенный; бяххибзиб кьякь погасший взор; дяххибжуд цIаме погасшие огни; бяххибзиб цIа гьибая агьин погасший огонь снова разгорелся."
1021,1,бяхъ-и,"-яй, -иб, -ибзиб, -я",bjaq-i,сов. сбить (масло); ниг дюхъян кувшин для сбивания масла; абадил бут бяхъяй мама сбила сметану; бяхъибзиб бяхъялалла нех беччай сбитое сливочное масло растопили в топленое масло. || несов. бюхъи.
1022,2,бяхъ-и,"-яй, -иб, -ибзиб, -я",bjaq-i,сов. попасть (в цель); лишан бяхъи попасть в цель; лишан сибтаал бяхъи ухе попал в мишень с первого раза. || несов. бюхъи.
1023,3,бяхъ-и,"-яй, -иб, -ибзиб, -я",bjaq-i,"сов. ранить, поранить; жанивар бяхъи ранить зверя; бяхъибзиб ссика раненый медведь; дуъла ххуде тупанглиццила дяхъяй одичавших собак ранили из ружья. Гьавал вяхъи фольк. заболеть, простудиться (букв. раниться воздухом). Ттуршшилдил бяхъиб пов. о звезде Сириус заболел от звезды Сириус (букв. ранился Сириусом). По другим народным поверьям, появление Сириуса на небе означало конец лета и начало прохладного сезона года. || несов. бюхъи."
1024,1,бяхъибзи-б,йяхъибзий,bjaqibzi-b,"бяхъибжуб, дяхъибжуд) раненый; бяхъибзиб бицI раненый волк; бяхъибжуб салдате духтурре гIяхбакьай раненых солдат вылечил врач."
1025,1,бяхъяла,"-лдил, -лла, бяхълуме",bjaqjala,сливочное масло; биццизиб бяхъяла вкусное сливочное масло; бяхъялалццила тIулутI бекви съесть хлеб со сливочным маслом; бяхъялалццила хIялуккуц чибачи смазать пироги сливочным маслом.
1026,1,бяч-и,"-ин, -ун, -унзиб, -ин",bjatʃ-i,"сов. смять, раздавить; мялгIун бячи раздавить змею; дячунжуд кьай смятая трава; ряхIмятлидил картупла кьай дячахъай ливень смял картофельную ботву. || несов. бялчи."
1027,1,бяч,йячIи,bjatʃ,"мн. I-II (вячIи, йячIи; дячIи), -ин, -ун, -унзиб, -ин; сов. прищемить, расплющить, раздавить; тIитIе дячIи раздавить виноград; тIуп бячIи прищемить палец; бячIунзиб тIуп духтурре гIяхбакьай доктор вылечил прищемленный палец; машиналла авариямутил уй бячIин при аварии машины погибли люди (раздавили людей); дячIунжуд гьунзбалла сукI биццижудде сок выжатых яблок был вкусным. || несов. бялчIи."
1028,2,бяч,йячIунзий,bjatʃ,"бячIунжуб, дячIунжуд) выжатый, раздавленный, расплющенный; бячIунзиб лимун выжатый лимон; дячIунжуд цIидихь раздавленные фрукты; тIюйлигуб бячIунзиб уцIа балчибакьи ажажи никак не удалось поправить (исправить) раздавленную ногой сережку."
1029,1,бяш-и,"-ин, -ун, -унзиб, -ин",bjaʃ-i,сов. замесить; лядун бяши замесить тесто; ниглижиб бяшунзиб лядун замешанное на молоке тесто. || несов. бялши.
1030,1,бяшун/зи-б,"замешанное (тесто), опара",bjaʃun/zi-b,бяшунзиб лядун замешанное тесто; детиб нигижиб бяшунзиб лядун замешанное на кислом молоке тесто; хамирриццила бяшунзиб лядун вибидихьхьай бехьвахъи замешанное на закваске тесто отложили для получения опары.  В ВА союз и; угге ва кьай цветы и трава; тIулутI ва нисса хлеб и сыр; удил дишкватталчин ккинишккабе ва титраде ты возьми с собой книги и тетради.
1031,1,ва,"союз разве, неужели",va,"ва, у ди? неужели, это ты? ва, ил сави? неужели, это он? ва, удил бакьатти кIе гIяче? разве ты сделал эту работу?"
1032,1,вабичч-и́(й) // вигьабиччи(й) iii (мн. ваттиччи),"-ай, -иб, -узиб, -а",vabitʃtʃ-iˈ(j) // vihabitʃtʃi(j) iii (mn. vattitʃtʃi),"сов. и несов. выгравировать, произвести первичную гравировку (букв. нижнюю); кулахха вабиччи произвести первичную гравировку браслета; къюнне вабиччи выгравировать кувшин; дярхяли кIве тIуппигала к ваттиччай вечеру выгравировал два кольца."
1033,1,ваг,"-лидил, -ла",vag,"ед.; бок (о теле человека); ваг бигIюл ноет бок; гIяххил ваг правый бок; гьакал ваг биначче кичибмутил сильно ударился боком, когда упал."
1034,1,вагзал,"-лидил, -лла",vagzal,вагзалте; вокзал; ухьхьулла вагзал морской вокзал; вагзалла талала площадь вокзала; пуезд вагзалле ччавалла сабагъе поезд прибыл на вокзал утром.
1035,1,вагь,"-лидил, -ла",vah,"багьанте; хозяин, властелин; хъулла вагь хозяин пашни, огорода; улкалла вагь властелин страны; гванзалла вагьлидил бутIа квибисай хозяин земли продал ее часть. ♦ Вагьлиццил квигIюкьне самоубийство. Вагьли биккузиб бакьале, гIягна хъу духъу погов. сделав желанное – пожнёшь три урожая.  ВАГЬАККВА/ЗИ-Б (мн. вагьаккважуд); бесхозный; вагьакквазиб юрт бесхозный дом; вагьаккважуд мусне бесхозные места; савитI хIукумат мутил ххял вагьаккважуд сикIабха лидде при советской власти было много бесхозяйственности (букв. бесхозного имущества)."
1036,1,вагьакквадихь,"-лидил, -ла",vahakkvadix,"вагьакквадище; бесхозяйственность, отсутствие хозяина; гьакалзиб вагьакквадихь либде улкалцциб СССР тIутIубухуммутил в стране была огромная бесхозяйственность при распаде СССР; ила вагьакквадихьлидил хъулбе харабдухе отсутствие твоей заботы (букв. бесхозяйственности) привело к тому, что дом обветшал."
1037,1,вагьдихь,"-лидил, -ла",vahdix,"вагьдишше; собственность, имущество, принадлежность; миччилталла вагьдишше дидахъе калхузе дакьибмале земельная собственность исчезла с созданием колхозов; уччул аттала каттилгунжуд вахьдишше дидахъахъай пьянствуя лишился имущества, оставленного отцом; къиндакIал муте-асла вагьдишше дигу когда трудно (материально), собственность в виде серебра-золота может выручит. ВАГЬИШШУШШАЛ нареч. навстречу; вагьишшушшал сякьунде шел навстречу; вагьишшщушшал чивхьулде смотрел вперед; вагьишшушшал сякьунжуб уй бюлхIяхIид  не узнал идущих навстречу людей. ВАГЬЛА мест. свой; вагьла сикIабха свои вещи; вагьла мулк своя земля; вагьла гъай свои слова; иди вагьла юлдаще хъумутул асав он не забывает своих товарищей. Вагьлалццила ниссабал тIулутI гIяхдихва погов. со своими лучше делить хлеб да сыр (а не дела бизнеса)."
1038,1,вагьла/зи-б,/жуд),vahla/zi-b,собственный; вагьлазиб маяса собственное (мое) богатство; вагьлажуд гIячилла яракь собственные инструменты; вагьлажуд хIяйвантадди их гIяхле айчивиццул сав он хорошо смотрит за собственной скотиной.
1039,1,вагьла/зи-в,"родной, родственник",vahla/zi-v,"/жуб); родственный, родной, родственник; вагьлазив инсан родственный человек; вагьлазий хьунул родственная женщина; михъиже либил вагьлажуб уй тIалаббакьада на свадьбу пригласили всех родственников. ВАГЬЛИДИЛ // ВАГЬЛИДИЛАЛ нареч. самостоятельно; вагьлидилал бакьай сделал самостоятельно; ягьлидилал гьабикьай бикIате самостоятельно вырастила детей; ид вагьлидилал машина бичи бусса ухе он самостоятельно научился водить машину."
1040,1,вада,"-лдил, -лла",vada,вадне; мед; мухъила вада пчелиный мед; мухъечидил вадалла шшулмаццил вада биникатIай пасечник вылил мед из сот; юлдашидил вадалла банкIа дам сакъай товарищ принес мне банку меда. ♦ Вадалла шшале медовый сот. ♦ Вада-кьачIа мед с ядрышками ореха (деликатесная сладость).
1041,1,вадвад-е // гьудгьуде,"-илдил, -илла, -не",vadvad-e // hudhude,удод; паксиб вадваде красивый удод; вадваде буси поймать удода; вадвадилла ппюхIле дюкьяжуд дихва перья удода бывают красивые.
1042,1,вакв,"-лидил, -ла, -ед",vakv,"нутро, утроба. живот; ваквла иццала болезнь жедудка, печени, легких и др. внутренностей тела человека (букв. внутренняя болезнь); вакв-мах внутренности (человека). ♦ Вакветте! ругат. чтобы лопнул!"
1043,1,вакил,"-лидил, -ла, -те",vakil,"посол, депутат; шшанталла вакил общественный депутат; вакил ватвидагъи отправить посла;; вакиллицце ниссила тиладе гьаада депутату сказали о нашей просьбе."
1044,1,вал-е,"-илдил, -илла",val-e,"-уме, -уппе; верблюд; ахъсиб вале высокий верблюд; валилла ппала верблюжья шерсть; валилдил са гьакIле ххял шин дуччу верблюд за один раз пьет много воды."
1045,1,валжеакквази-в,"неродной, сводный",valʒeakkvazi-v,"балжеаккважуб); некровный, неродной, сводный; валжеакквазив уцце неродной, сводный брат; ялжеакквазий юцце некровная сестра; дила кIве балжеаккважуб уцбе либ у меня есть два сводных брата."
1046,1,ванза // гванза,"-лдил, -лла",vanza // gvanza,"ед.; земля; калхузла ванза земля колхоза; балхьунзиб ванза пахотная земля; бегъубзиб ванза высохшая земля; ванза гьабетти поднять целину. Ванзалжил гьам чигьабеттале, агъ зябихва прим. если от земли идет пар, погода может испортиться. КIянтIе ванза гIягна укъу погов. мягкую землю трижды вскапывают (в смысле мягкого человека чаще обижают). Гванзал ус! прокл. чтобы земля забрала (в могилу)!"
1047,1,варе,"выражающее предупреждение смотри, берегись, осторожно",vare,"не делай; варе, няхъ чибдусмасит буцIезиб чяникIиже смотри, не касайся рукой горячего чайника."
1048,1,варе-варе,осторожно,vare-vare,"2) ни-ни, ни-ни-но; нельзя, не делай ни в коем случае; варе-варе ил сикIабха бикьмекьит не делай этого ни в коем случае; варе-варе гьиба гIярякь каммадитIит ни в коем случае не наливай больше спиртное."
1049,1,варина,"-лдил, -лла",varina,-бе; варенье; хъазалла варина смородиновое варенье; чяйлиццила варина бекви съесть варенье с чаем; ганили жура-журалла варинабе хIядурдакьада на зиму приготовили разные варенья.
1050,1,вархссив,"-лидил, ла",varxssiv,бархщуб; свояк; цIизив вархсив новый свояк; вархссивла гал сын свояка; вархссивлидил ду хъилчивекай свояк пригласил меня в гости.
1051,1,варшшав,"-лидил, -ла",varʃʃav,"-те; уст. разновидность сплава меди с никелем, содержащего и добавки цинка (от названия польского города Варшава); мельхиор; варшшавла тахта лист мельхиора; варшшав бацIи къиннал биххва расплавить мельхиор трудно; асла кьирсмаццид варшшавла бутIне даккада в обрезках серебра мы нашли и куски мельхиора; никIалайла вахтижиб гIюгъябажиб варшшахъал букIужуб тухум либле бужиб саб в Кубачи до революции жил тухум (род) Варщаевы (они часто ездили в г. Варшаву)."
1052,1,васа,"-дил, -ла",vasa,"васне; мышь; хвалазиб васа большая мышь (крыса); васала ппав мышеловка; васа буси поймать мышь; васадил декунде курпа мышь съела крупу. Васала гIяппясне латунные кружочки, используемые для вышивки (букв. мышиные монеты). ♦ Кьиркку васа белка (букв. мышь крыса."
1053,1,васадиг,"-лидил, -ла, -бе",vasadig,бицепс; цIакьзиб васадиг крепкий бицепс; васадиг хъямшагъай читудил кошка поцарапала бицепс.
1054,1,васвасдихь,"-лидил, -ла",vasvasdix,"васвасдишше; нерасторопность, нерешительность; васвасдихьла хасият нерешительный характер; васвасдихь дикьи проявлять нерешительность; ила васвасдихьлидил гIяче агул асаб из-за твоей нерасторопности работа не идет (не получается)."
1055,1,васият,"-лидил, -ла, -е",vasijat,"завещание; аттала васият завещание отца; васиятла мас завещанное добро, богатство; хъулбе викIел гали, нахтазиб бихузибде аттала васият дом оставить младшему сыну, таково было завещание отца."
1056,1,васият/бакь-и,"-ай, -иб, -ибзиб, -а",vasijat/baƛ-i,"сов. завещать, сделать завещание; аттадил васиятбакьай отец сделал завещание; иццузивлицце васиятбакьахъи тиладе бакьай  больного попросили сделать завещание; аттадил васиятбакьибзиб саб, мас юцбаддия бишибикка укIул отец  завещал дать долю (после его смерти) добра и дочерям (сестрам). || несов. васиятбикьи."
1057,1,васият/бикьи,"-у, -ул, -узиб, -а",vasijat/biƛi,"сов. делать завещание; васиятбикьу бе день, когда делают завещание; вахтижиб васиятбикьаххан гIях саб  лучше вовремя делать завещание; аттадил васиятбикьуммутил гьаибзивде, мас сикIал кулпатли бидагъидикьле бутIа укIул когда отец делал завещание, он просил поделить добро так, чтобы его доли достались всем детям. || несов. васиятбакьи."
1058,1,ват,"-нидил, -на",vat,"ед. родина, отечество; гьихъсиб ватIан далекая родина; ватIан биччихъи бусса бакьи научить любить родину; дила ВатIан сисечIули басбакьилакква свою Родину ни на что не променяю."
1059,1,ват-е,"-илдил, -илла, -не",vat-e,1) войлок; цIубзиб вате белый войлок; вате бути валять войлок; 2) бурка; цIутте вате черная бурка; вате чисахьви скинуть бурку; ватилла ттаппе гьамкIжуд дихва войлочные сапоги бывают теплые; муттадил вибаккузиб вате жилухьхьалцце бишбилхан всадник привязывает свернутую бурку к седлу. ГIяндан вате фольк. андийская бурка. Тиллигайла вате уст. бурка-покрывало из войлока.
1060,1,вахт,"-лидил, -ла",vaxt,"ед.; время, дата, пора; ччавалла вахт утреннее время; сяхIятIла вахт гьаи сказать время по часам; гIяче бебидищи вахт саб пора начинать работу. Вахтакква-вахт невовремя. Панай вахт фольк. смутное время. ТIутIу вахт фольк. смутное время.Вахт биммак! прокл. чтобы время (жизни) не осталось."
1061,1,вахтакква-вахтла,несвоевременно,vaxtakkva-vaxtla,вахьтакква-вахтла тилипун тIамнад бикьи кабже телефон прозвенел невовремя; вахтакква-вахтижиб ххюле сабачIе гости пришли невовремя.
1062,1,вахт-вахтла,"иногда, временами",vaxt-vaxtla,вахт-вахтла агъ вязбукIул саб изредка погода моросит; дене вахт-вахтла щатте сахьа сосед временами приходит в гости; удил дищу вахт-вахтла зангъдиха ты временами звони ко мне.
1063,1,вахтижиб,своевременно,vaxtiʒib,"вахтижиб дарман бекви вовремя выпить лекарство; вахтижиб гIяче бебидишши начать работу вовремя; гал хъил вахтижиб сагъе мальчик пришел домой вовремя; ххюл вахтижив видажи гость вовремя ушел; ниссила вахтижиб чибла чигьаччиб биккулда мы хотим, чтобы вовремя вернули долг."
1064,1,вахъ,"-лидил, -лла",vaq,"вукъе; глубокая тарелка, чаша, чашка; цIизиб вахъ новая чаша; чяйла вахъ чашка для чая; нисси пакшуд вукъе ассай нам купили красивые чашки. ♦ Вахъчиб хIитIа черепаха (букв. лягушка с чашкой наверху)."
1065,1,вахьваран,"-нидил, -на",vaxvaran,"-те; вахваран (традиционный пирог из кукурузной муки, замешанной с кусочками сушеного мяса); хвалазиб вахьваран большой пирог; вахьваран беквида съели пирог; дила абалабадил биццизиб вахьваран бикьай моя бабушка пекла вкусный пирог из кукурузной муки с кусочками сушеного мяса."
1066,2,ва,"бацци), -и, -ул, -узив, -и",va,"дацци, бацци), -и, -ул, -узив, -и; сов. и несов. устать, утомиться, измотаться, вымотаться; яццузий аба усталая мать; ду ваццид хъу укъул устал, копая огород; хъубццара вацци агага абла бунажиб крестьянин не должен уставать в весенние дни (так как все надо успеть)."
1067,1,вач,"-лидил, -ла",vatʃ,"вачIадище; умильность, нежность; викIазивла вачIадихьлидил уй укIагъайну, улебикекахъи булкьа-цIа дакьа юкIай абалаба так как малыш удивил всех своей умильностью, надо провести обряд от сглаза (для защиты от порчи), сказала бабушка; ниссила цIиквайла вачIадихьлижил хабар кабчиб саб нежные черты нашей невестки стали всем известны."
1068,2,вач,-й,vatʃ,"-уб, -уд) миленький; миловидный; вачIичIив гал миловидный мальчик; ниссила цIиквайла вачIичIуб хIясан-хIусанте бакьай у нашей невестки родились миленькие двойняшки."
1069,1,вачаг,"-лидил, -ла",vatʃag,"вачугге; брюки, штаны; цIизиб вачаг новые брюки; галипе вачаг брюки галифе; вачаг асси купить брюки; вачагла иже бухъинбакьи удлинить брючный ремень."
